,type,zola,water,price,heat,sera
249,дерево,5.969,102.522,2222.0,10703.431,1.822
250,дерево,2.111,82.557,2274.0,10425.751,2.416
251,дерево,4.064,12.863,1990.0,10337.912,1.475
252,дерево,7.136,84.195,2360.0,8912.521,1.562
253,дерево,1.955,6.327,1991.0,10049.673,2.535
254,дерево,2.396,93.295,2396.0,9503.403,1.099
255,дерево,0.968,58.067,2098.0,10479.494,1.982
256,дерево,8.273,44.052,2166.0,10218.276,1.436
257,дерево,7.713,52.734,2079.0,10361.306,2.312
258,дерево,2.08,32.53,2057.0,8658.114,2.463
259,дерево,1.509,57.652,2244.0,9716.458,2.363
260,дерево,3.223,93.054,1962.0,9743.388,0.938
261,дерево,3.462,17.375,2203.0,10017.179,1.862
262,дерево,4.186,31.937,2311.0,10446.433,3.676
263,дерево,1.993,78.035,2324.0,10487.667,1.758
264,дерево,2.093,22.459,2367.0,9643.588,2.063
265,дерево,4.386,62.671,2122.0,9330.532,2.526
266,дерево,1.331,52.082,2020.0,10695.506,2.734
267,дерево,8.572,73.873,2240.0,9410.047,2.629
268,дерево,4.187,94.154,2188.0,9916.11,0.694
269,дерево,5.196,18.722,1928.0,9947.307,1.499
270,дерево,0.48,107.24,2301.0,9939.044,2.82
271,дерево,4.25,47.253,1996.0,9312.291,1.089
272,дерево,3.327,103.039,2147.0,9374.158,2.197
273,дерево,3.067,64.03,1911.0,10091.961,2.756
274,дерево,4.935,83.713,2221.0,9785.819,3.214
275,дерево,1.166,34.171,2293.0,10776.725,2.675
276,дерево,3.372,30.986,2141.0,9774.512,1.722
277,дерево,8.627,82.871,2132.0,10554.249,1.438
278,дерево,4.353,101.583,2204.0,9477.51,3.937
279,дерево,9.365,40.284,2327.0,9472.41,1.087
280,дерево,4.569,68.989,2206.0,9741.993,0.545
281,дерево,1.798,74.163,2099.0,9629.179,3.309
282,дерево,5.471,10.408,2335.0,10812.661,2.013
283,дерево,7.492,102.787,2176.0,9448.755,1.111
284,дерево,6.061,62.804,2018.0,9763.849,1.517
285,дерево,1.239,70.064,2251.0,9722.063,1.853
286,дерево,2.647,41.094,2072.0,9884.973,1.722
287,дерево,5.122,58.624,2146.0,9939.911,2.138
288,дерево,3.569,70.044,2321.0,10203.912,1.295
289,дерево,11.311,28.823,2193.0,9601.878,2.862
290,дерево,6.048,95.527,2072.0,9617.621,1.74
291,дерево,2.896,75.284,2086.0,9435.645,1.825
292,дерево,2.829,54.0,2333.0,10527.846,2.909
293,дерево,3.586,48.796,2250.0,9287.231,2.538
294,дерево,1.11,66.234,2257.0,9586.001,2.415
295,дерево,2.61,38.886,2284.0,8646.533,1.144
296,дерево,0.927,29.641,2056.0,10746.054,1.074
297,дерево,9.032,18.494,2270.0,9693.356,2.011
298,дерево,5.042,72.948,2058.0,8893.92,2.065
299,дерево,2.053,67.639,2271.0,10426.77,0.563
300,дерево,3.649,29.498,2069.0,9750.391,3.046
301,дерево,3.006,14.872,2327.0,8935.249,2.667
302,дерево,1.976,38.856,1945.0,10805.658,2.271
303,дерево,4.171,56.813,2117.0,9019.684,0.738
304,дерево,4.87,84.726,2109.0,10488.246,2.262
305,дерево,3.095,33.662,2240.0,9829.475,3.002
306,дерево,5.199,109.27,2282.0,10332.877,2.838
307,дерево,4.868,45.392,2311.0,9218.698,1.258
308,дерево,3.061,64.581,2167.0,10479.149,3.038
309,дерево,6.383,98.262,2321.0,9299.995,1.786
310,дерево,1.136,55.138,1902.0,9193.974,0.593
311,дерево,9.617,37.379,1947.0,10448.346,1.068
312,дерево,5.136,49.564,2338.0,8789.049,2.063
313,дерево,5.325,93.388,2380.0,9528.269,0.779
314,дерево,7.072,98.844,1933.0,10260.791,3.089
315,дерево,2.604,64.488,2234.0,10273.301,1.501
316,дерево,10.482,77.345,2153.0,10065.291,2.322
317,дерево,2.217,26.017,1891.0,10085.135,2.044
318,дерево,2.331,19.901,2390.0,10174.204,3.681
319,дерево,6.473,38.749,2278.0,10410.445,2.554
320,дерево,2.331,47.045,2237.0,10466.739,2.611
321,дерево,8.567,10.718,1892.0,10192.403,1.853
322,дерево,0.246,95.356,2221.0,9637.804,2.013
323,дерево,2.425,47.118,2130.0,9517.138,1.648
324,дерево,3.397,39.717,2269.0,9201.684,1.836
325,дерево,8.046,96.477,2142.0,9299.533,1.833
326,дерево,7.689,56.266,2374.0,9985.455,3.105
327,дерево,2.155,66.426,1981.0,9150.355,1.778
328,дерево,4.361,13.365,2205.0,10777.843,0.956
329,дерево,1.625,37.824,2084.0,10004.569,1.022
330,дерево,3.25,82.727,2202.0,9415.677,0.98
331,дерево,5.498,41.671,2190.0,9390.624,2.62
332,дерево,7.361,59.739,2389.0,9463.348,1.023
333,дерево,3.474,33.142,2256.0,10691.184,3.158
334,дерево,6.544,77.519,2020.0,10198.212,0.873
335,дерево,5.328,30.687,2089.0,10374.093,1.144
336,дерево,9.51,19.053,2028.0,8991.85,1.519
337,дерево,1.118,72.235,2097.0,10052.677,2.029
338,дерево,10.274,79.486,2204.0,10563.821,2.776
339,дерево,1.579,56.102,1981.0,9361.74,1.758
340,дерево,8.547,56.35,2035.0,10114.487,0.801
341,дерево,2.269,58.994,2220.0,9500.659,2.466
342,дерево,1.007,34.318,2125.0,10350.618,1.403
343,дерево,10.791,44.431,2209.0,10363.012,2.184
344,дерево,4.573,44.306,2153.0,9266.593,2.408
345,дерево,3.449,62.686,2219.0,8735.315,0.957
346,дерево,4.964,49.903,2155.0,10148.71,1.226
347,дерево,3.43,50.238,2285.0,9891.345,1.021
348,дерево,0.938,73.482,2145.0,9437.417,1.686
349,дерево,2.647,64.67,2300.0,9656.864,2.2
350,дерево,0.476,44.743,2122.0,9060.177,1.912
351,дерево,1.372,27.706,2064.0,9246.011,1.896
352,дерево,3.774,37.584,2037.0,10098.892,1.774
353,дерево,3.806,102.319,2305.0,9219.265,1.843
354,дерево,2.447,33.099,2249.0,9357.329,1.638
355,дерево,1.845,80.603,2292.0,10288.618,1.607
356,дерево,3.701,53.356,1955.0,9628.056,1.886
357,дерево,3.221,59.784,2020.0,9836.212,1.992
358,дерево,2.52,36.787,2131.0,9340.881,3.197
359,дерево,1.204,61.479,2135.0,9769.274,2.472
360,дерево,7.019,55.625,2220.0,10609.306,2.618
361,дерево,4.159,97.615,2013.0,10278.525,3.378
362,дерево,4.356,58.016,2073.0,9669.385,2.475
363,дерево,4.121,16.277,2221.0,9968.083,1.72
364,дерево,9.846,19.274,2052.0,8954.124,0.461
365,дерево,2.435,75.964,2129.0,9311.204,1.548
366,дерево,4.075,57.178,2152.0,10042.93,0.816
367,дерево,1.513,57.089,1981.0,10377.824,1.476
368,дерево,4.231,56.921,2254.0,9909.799,0.716
369,дерево,3.648,92.735,2299.0,10041.827,1.463
370,дерево,2.191,47.419,2018.0,9595.868,1.583
371,дерево,5.695,75.259,2224.0,8809.468,1.879
372,дерево,4.111,24.026,2231.0,9400.979,2.781
373,дерево,2.955,99.459,2244.0,10401.597,1.18
374,дерево,4.332,49.895,2193.0,9908.916,1.149
375,дерево,2.495,110.724,2047.0,8880.768,1.614
376,дерево,6.577,9.49,2293.0,8908.934,1.191
377,дерево,6.214,61.606,2074.0,9316.463,2.113
378,дерево,8.791,76.622,2080.0,9273.438,2.486
379,дерево,0.412,13.539,1933.0,9939.312,1.563
380,дерево,2.516,102.542,2169.0,9501.365,0.507
381,дерево,4.584,66.419,2172.0,10244.744,1.446
382,дерево,2.174,52.844,2029.0,9180.503,2.597
383,дерево,0.912,28.232,2266.0,10297.059,3.31
384,дерево,1.567,90.189,2243.0,9611.779,1.57
385,дерево,7.381,64.131,2253.0,9649.137,1.102
386,дерево,1.587,29.967,2117.0,10493.223,2.251
387,дерево,7.256,42.507,2247.0,9364.523,1.201
388,дерево,1.706,23.603,2154.0,9056.648,2.6
389,дерево,4.906,40.816,2183.0,10206.351,2.082
390,дерево,0.961,8.878,2123.0,10193.095,2.905
391,дерево,6.154,82.655,2135.0,9372.237,1.707
392,дерево,2.729,29.075,2251.0,9326.278,1.708
393,дерево,4.958,54.324,2166.0,10250.151,0.657
394,дерево,7.446,63.803,2042.0,10098.619,3.129
395,дерево,1.727,77.183,2061.0,9246.316,1.16
396,дерево,4.424,57.542,2288.0,8689.175,1.91
397,дерево,1.964,51.875,2304.0,10218.963,2.228
398,дерево,1.85,75.105,2120.0,10722.48,2.631
399,дерево,3.803,96.372,2072.0,9918.579,1.932
400,дерево,3.981,14.753,2186.0,9704.39,3.135
401,дерево,7.372,59.226,2103.0,10665.972,3.296
402,дерево,2.657,59.249,2127.0,10286.6,1.787
403,дерево,5.049,40.225,2306.0,10812.666,1.557
404,дерево,2.489,99.583,2091.0,9208.551,2.982
405,дерево,7.887,88.99,2143.0,8883.065,1.276
406,дерево,1.625,26.92,2283.0,9762.739,1.403
407,дерево,5.46,11.698,2079.0,10128.634,2.787
408,дерево,3.936,54.43,2188.0,9466.343,1.499
409,дерево,8.11,17.175,2055.0,10723.73,1.756
410,дерево,2.605,8.94,2246.0,9714.487,1.973
411,дерево,5.411,36.486,1994.0,9585.336,2.534
412,дерево,3.091,91.855,2186.0,9562.817,1.13
413,дерево,4.129,10.708,2157.0,9752.157,2.19
414,дерево,6.043,87.184,2104.0,8966.668,1.634
415,дерево,6.158,54.187,2399.0,9470.392,1.405
416,дерево,6.271,63.807,1966.0,9586.005,3.884
417,дерево,5.278,12.703,2001.0,10333.519,0.708
418,дерево,2.448,78.582,2302.0,8635.191,1.73
419,дерево,2.702,84.865,2381.0,10142.144,1.983
420,дерево,2.884,50.747,2380.0,9206.125,0.717
421,дерево,9.289,81.174,2087.0,9069.678,2.247
422,дерево,5.619,102.013,2144.0,10604.439,2.264
423,дерево,6.268,55.691,2110.0,9083.229,1.787
424,дерево,2.371,15.049,2301.0,9489.093,1.847
425,дерево,1.42,62.842,2109.0,9177.345,2.262
426,дерево,6.248,24.861,2108.0,9760.255,0.974
427,дерево,12.936,36.274,2182.0,10049.474,3.099
428,дерево,3.922,68.935,1970.0,9325.284,2.085
429,дерево,3.244,37.175,2067.0,10182.811,1.054
430,дерево,8.759,20.503,2088.0,10114.533,2.123
431,дерево,5.204,54.36,2202.0,9583.296,1.564
432,дерево,6.946,110.202,2329.0,9317.182,3.756
433,дерево,0.581,82.674,2313.0,10091.819,0.991
434,дерево,2.578,60.67,2172.0,9539.874,0.411
435,дерево,3.079,99.725,1961.0,9842.255,2.159
436,дерево,3.511,28.588,2222.0,9768.513,1.997
437,дерево,12.477,94.293,2066.0,9434.712,2.897
438,дерево,0.477,22.265,2103.0,9450.207,1.995
439,дерево,6.501,84.749,2299.0,10005.4,0.83
440,дерево,3.893,10.804,2044.0,10272.551,1.997
441,дерево,2.129,39.909,2246.0,9392.798,2.947
442,дерево,1.967,107.17,1996.0,9603.713,1.13
443,дерево,7.387,67.96,2112.0,9021.982,2.077
444,дерево,3.65,41.007,2207.0,9597.322,1.304
445,дерево,7.378,66.737,2076.0,10527.995,1.497
446,дерево,4.018,67.038,2265.0,10499.324,2.254
447,дерево,2.349,64.499,2166.0,9416.826,3.857
448,дерево,1.396,46.967,2066.0,9391.125,2.48
449,дерево,0.58,41.193,2213.0,10393.006,1.624
450,дерево,1.166,81.505,1986.0,10379.976,2.205
451,дерево,4.15,67.135,2058.0,9776.973,0.787
452,дерево,6.801,45.325,2208.0,9579.478,1.088
453,дерево,2.026,30.009,2104.0,9302.903,2.302
454,дерево,4.871,43.443,2114.0,10251.663,1.258
455,дерево,3.514,63.959,2324.0,9827.681,1.721
456,дерево,3.9,67.268,2399.0,10479.182,2.299
457,дерево,1.945,17.354,2144.0,9822.221,0.915
458,дерево,3.007,17.496,2226.0,9427.402,1.911
459,дерево,6.045,83.166,2245.0,9074.708,2.085
460,дерево,9.418,14.991,2283.0,10110.938,1.388
461,дерево,5.037,25.106,2329.0,9877.287,1.928
462,дерево,1.398,73.476,2129.0,8590.501,1.948
463,дерево,7.909,24.193,2324.0,10325.262,2.238
464,дерево,7.986,51.141,2332.0,9747.544,3.034
465,дерево,5.5,47.036,2218.0,9588.714,1.114
466,дерево,7.301,91.235,2128.0,8564.937,1.129
467,дерево,2.896,82.668,2023.0,9583.203,1.621
468,дерево,4.285,40.312,2116.0,9091.01,2.068
469,дерево,4.447,54.143,2024.0,10222.948,2.921
470,дерево,5.57,68.05,2374.0,10223.807,2.698
471,дерево,3.876,72.12,2197.0,8581.726,2.783
472,дерево,0.871,42.707,1919.0,10224.564,1.519
473,дерево,1.84,53.795,2143.0,9512.691,2.068
474,дерево,4.163,9.625,2321.0,9478.623,3.364
475,дерево,4.553,86.185,2013.0,9868.547,1.795
476,дерево,3.75,53.032,2214.0,9986.008,0.894
477,дерево,0.45,64.18,2263.0,9446.928,0.514
478,дерево,4.07,81.396,2088.0,9481.201,3.121
479,дерево,3.283,42.942,2251.0,10568.981,2.696
480,дерево,3.785,36.305,2100.0,9959.927,1.943
481,дерево,3.431,74.683,2236.0,9909.732,0.95
482,дерево,2.616,29.816,2087.0,9907.653,0.624
483,дерево,3.001,37.692,2209.0,9053.215,0.95
484,дерево,2.376,30.05,2318.0,10382.123,2.586
485,дерево,2.788,32.644,2168.0,9820.392,1.231
486,дерево,0.491,89.699,2306.0,9163.051,2.473
487,дерево,5.442,25.172,2108.0,9919.683,2.712
488,дерево,4.004,5.995,2071.0,9125.475,2.329
489,дерево,6.399,42.447,2326.0,10641.832,2.298
490,дерево,0.962,16.642,2021.0,10295.683,2.918
491,дерево,7.638,66.365,2358.0,9059.887,1.528
492,дерево,7.422,66.862,2185.0,9230.17,2.293
493,дерево,7.735,104.478,2240.0,9185.071,2.314
494,дерево,4.132,63.2,1917.0,9575.277,1.913
495,дерево,3.169,20.263,2122.0,9470.206,1.628
496,дерево,2.805,53.336,2345.0,9184.233,1.503
497,дерево,5.851,104.669,2218.0,8922.577,2.937
498,дерево,0.862,66.197,2078.0,10313.614,1.209
499,дерево,3.788,5.37,2185.0,9039.687,1.557
500,дерево,2.599,28.943,2380.0,9286.888,2.161
501,дерево,3.114,21.073,2055.0,10661.093,2.841
502,дерево,0.348,81.509,2052.0,10796.858,1.188
503,дерево,3.734,52.564,2125.0,10717.208,2.759
504,дерево,1.578,46.227,2169.0,9577.63,0.937
505,дерево,0.335,38.679,1989.0,10239.418,1.226
506,дерево,3.361,56.747,2137.0,10213.604,0.791
507,дерево,0.736,97.731,2188.0,9777.988,1.434
508,дерево,0.364,47.845,2111.0,9196.4,3.555
509,дерево,4.681,11.925,2224.0,8839.718,2.557
510,дерево,4.468,81.405,2198.0,9260.307,1.021
511,дерево,10.247,75.205,2047.0,10710.647,2.336
512,дерево,7.114,75.02,1930.0,9621.461,1.601
513,дерево,2.78,102.648,2140.0,10328.78,3.279
514,дерево,2.959,19.622,2132.0,10100.212,1.727
515,дерево,0.876,7.275,2052.0,8814.217,1.569
516,дерево,3.413,18.529,2178.0,9814.823,1.579
517,дерево,0.703,96.989,2129.0,10124.045,0.78
518,дерево,9.136,60.025,2180.0,9889.628,2.371
519,дерево,4.397,83.998,1947.0,8969.249,3.023
520,дерево,7.481,75.327,2231.0,10320.981,1.732
521,дерево,1.517,107.829,2209.0,8791.058,0.834
522,дерево,4.722,51.942,2119.0,10281.946,1.845
523,дерево,2.122,21.382,2094.0,10318.503,2.249
524,дерево,6.478,60.221,2351.0,9449.871,0.91
525,дерево,1.91,84.336,2103.0,9527.576,0.502
526,дерево,4.168,97.749,2148.0,9803.267,1.507
527,дерево,1.945,5.043,2225.0,10336.099,1.048
528,дерево,8.339,73.829,2047.0,9769.955,2.918
529,дерево,2.315,49.6,2189.0,10197.817,0.763
530,дерево,3.823,102.611,2089.0,9743.156,0.676
531,дерево,6.913,34.378,2395.0,9934.917,0.519
532,дерево,3.416,44.062,2249.0,9601.73,1.027
533,дерево,4.659,90.584,2203.0,9962.858,2.354
534,дерево,3.771,100.353,2125.0,10330.169,2.246
535,дерево,1.841,61.976,2080.0,9823.304,1.399
536,дерево,2.759,35.678,2197.0,9997.046,1.479
537,дерево,3.663,107.864,2086.0,9615.819,3.571
538,дерево,2.317,4.637,2239.0,8747.074,1.981
539,дерево,2.255,65.549,2398.0,9538.82,1.539
540,дерево,1.028,76.574,2243.0,10438.563,2.175
541,дерево,6.129,31.41,2143.0,10168.256,1.725
542,дерево,6.397,66.318,2062.0,9498.48,2.639
543,дерево,2.458,41.008,2042.0,10302.495,1.662
544,дерево,4.48,40.39,2199.0,9592.181,1.76
545,дерево,4.195,73.617,2298.0,9895.18,1.161
546,дерево,2.727,50.925,2250.0,10134.666,2.795
547,дерево,11.813,45.915,2249.0,10181.791,0.911
548,дерево,2.189,44.747,2192.0,10759.544,2.751
549,дерево,2.817,100.068,2059.0,10659.488,3.163
550,дерево,2.247,47.229,2169.0,10583.015,0.56
551,дерево,5.7,102.347,2020.0,10521.736,2.115
552,дерево,5.326,58.24,2222.0,9811.669,2.008
553,дерево,1.111,12.852,2025.0,9824.568,1.074
554,дерево,5.101,55.243,2200.0,8841.105,1.342
555,дерево,2.467,85.047,2088.0,8895.329,3.92
556,дерево,7.614,13.031,2232.0,9272.184,0.913
557,дерево,3.567,104.913,2228.0,9644.668,0.83
558,дерево,3.414,72.856,2344.0,9692.79,1.938
559,дерево,3.405,74.559,2034.0,9141.359,3.497
560,дерево,1.795,57.254,2072.0,8924.168,0.866
561,дерево,2.179,78.977,2060.0,10116.525,2.893
562,дерево,3.684,27.584,1944.0,10410.914,2.0
563,дерево,1.212,31.218,2110.0,10009.541,1.966
564,дерево,2.768,46.569,2093.0,9981.224,3.347
565,дерево,3.774,41.874,2033.0,9133.827,1.705
566,дерево,4.171,66.841,2304.0,8871.234,3.458
567,дерево,1.747,75.418,2345.0,9971.105,2.694
568,дерево,4.331,108.363,2211.0,10449.257,2.097
569,дерево,6.904,13.427,2346.0,9709.313,2.261
570,дерево,1.787,40.96,2172.0,9451.799,1.875
571,дерево,1.665,27.95,2144.0,8829.696,2.584
572,дерево,8.705,49.461,2330.0,8573.42,0.805
573,дерево,5.894,56.038,2085.0,9858.342,0.867
574,дерево,0.842,40.997,2354.0,9816.8,1.106
575,дерево,2.836,106.224,2140.0,9997.59,2.517
576,дерево,3.127,57.497,2298.0,9360.174,2.004
577,дерево,3.639,85.948,2113.0,9379.969,2.162
578,дерево,1.794,59.995,2126.0,9330.975,2.937
579,дерево,1.028,5.279,2308.0,9913.126,2.838
580,дерево,3.441,51.712,2289.0,8813.105,1.535
581,дерево,7.133,103.828,2246.0,9132.273,1.968
582,дерево,5.422,25.513,2393.0,9939.778,0.938
583,дерево,4.582,42.819,2122.0,8983.077,2.292
584,дерево,3.785,68.51,2137.0,10685.674,1.374
585,дерево,4.627,10.586,2226.0,9648.502,1.218
586,дерево,1.994,68.488,2202.0,9855.047,1.737
587,дерево,7.938,78.116,2299.0,10592.743,2.515
588,дерево,2.412,48.814,2024.0,10241.346,1.232
589,дерево,2.887,103.653,2129.0,10526.459,1.375
590,дерево,2.242,24.237,1960.0,9142.192,1.046
591,дерево,5.531,7.426,2025.0,9465.49,1.022
592,дерево,8.436,76.888,2279.0,9634.118,3.443
593,дерево,2.591,81.476,2301.0,9068.96,3.099
594,дерево,3.85,6.837,1911.0,10303.177,2.165
595,дерево,2.171,11.678,2233.0,10386.471,2.068
596,дерево,2.15,48.985,2264.0,10306.214,1.955
597,дерево,3.359,61.203,2260.0,10404.877,0.763
598,дерево,1.375,108.567,2350.0,9395.222,0.932
599,дерево,0.578,70.651,2013.0,9855.147,1.26
600,дерево,1.111,74.44,2120.0,10885.754,2.091
601,дерево,3.43,79.811,2215.0,9749.338,1.997
602,дерево,1.29,57.412,2313.0,10148.639,0.772
603,дерево,2.428,34.134,2123.0,9394.76,2.187
604,дерево,8.082,14.468,1952.0,10283.927,1.791
605,дерево,7.881,11.676,2357.0,9682.588,0.874
606,дерево,3.801,101.69,2086.0,8972.394,1.577
607,дерево,1.561,64.487,1980.0,9026.766,2.653
608,дерево,2.482,70.59,2231.0,9492.388,1.674
609,дерево,1.267,35.239,2208.0,9054.187,3.055
610,дерево,9.632,7.963,2364.0,10795.314,2.055
611,дерево,3.31,31.204,2302.0,10826.439,1.62
612,дерево,8.674,70.047,2207.0,9083.061,1.435
613,дерево,2.535,30.668,2123.0,9967.048,2.651
614,дерево,6.762,54.642,2318.0,9935.499,0.517
615,дерево,0.341,54.543,2092.0,9869.222,2.529
616,дерево,0.475,28.434,2148.0,10209.409,3.368
617,дерево,1.81,65.592,2140.0,9579.056,3.16
618,дерево,5.466,51.93,2283.0,10566.196,0.547
619,дерево,9.397,20.348,2250.0,10429.334,2.975
620,дерево,4.311,31.142,2181.0,9413.701,0.444
621,дерево,3.276,69.006,2108.0,9489.138,1.692
622,дерево,6.496,27.344,2292.0,9048.27,2.636
623,дерево,0.972,50.688,2125.0,10140.468,3.335
624,дерево,3.807,83.992,2153.0,10251.688,0.949
625,дерево,1.582,30.631,2252.0,9681.375,1.954
626,дерево,2.658,31.382,2151.0,10019.076,1.542
627,дерево,1.391,79.713,2141.0,10281.675,1.978
628,дерево,1.245,93.245,2230.0,9403.268,0.678
629,дерево,2.516,49.196,2093.0,10436.678,3.033
630,дерево,1.165,18.903,2280.0,10478.275,0.766
631,дерево,7.132,31.034,2155.0,10403.846,0.786
632,дерево,7.823,105.254,2045.0,10015.483,1.659
633,дерево,3.171,53.508,2207.0,9697.801,1.435
634,дерево,2.516,51.183,2047.0,8866.122,1.41
635,дерево,3.02,88.564,2163.0,9031.816,2.091
636,дерево,6.204,36.96,2027.0,10157.904,0.703
637,дерево,7.53,29.093,1973.0,9951.791,2.228
638,дерево,5.97,37.378,2283.0,9578.432,1.103
639,дерево,4.084,96.522,2287.0,10278.643,0.91
640,дерево,3.417,85.254,2360.0,9499.876,3.534
641,дерево,4.414,106.953,2208.0,8667.189,2.692
642,дерево,4.229,91.09,2007.0,10106.137,2.976
643,дерево,1.553,78.981,2286.0,10174.649,1.707
644,дерево,3.981,47.779,2265.0,10488.404,1.882
645,дерево,8.054,92.167,2109.0,10670.302,2.467
646,дерево,4.01,64.077,2247.0,9621.775,3.077
647,дерево,7.537,31.586,2318.0,9177.294,1.334
648,дерево,1.982,32.556,2198.0,9912.647,2.745
649,дерево,1.882,64.496,2290.0,10016.35,2.169
650,дерево,8.465,74.855,1962.0,9599.504,1.685
651,дерево,4.364,67.16,2191.0,10299.105,2.214
652,дерево,7.377,80.606,1994.0,9777.2,2.164
653,дерево,0.507,81.541,2136.0,9996.678,2.083
654,дерево,3.27,72.317,2158.0,10018.08,3.771
655,дерево,1.39,78.23,2222.0,10163.455,1.723
656,дерево,1.362,74.641,2095.0,9710.747,1.936
657,дерево,4.04,25.891,2204.0,9319.865,2.072
658,дерево,4.17,52.959,2050.0,10454.814,3.504
659,дерево,4.27,17.441,1990.0,9720.707,2.276
660,дерево,0.362,44.638,2322.0,9432.556,2.843
661,дерево,0.894,87.15,2288.0,10768.818,2.614
662,дерево,5.553,54.334,2254.0,10813.306,1.929
663,дерево,5.934,74.24,2323.0,10176.847,1.221
664,дерево,1.739,74.075,2087.0,9184.929,2.155
665,дерево,3.311,65.718,2219.0,10121.593,2.649
666,дерево,4.123,108.97,2312.0,10710.482,1.884
667,дерево,5.327,63.444,2219.0,10805.658,2.925
668,дерево,8.758,41.057,2208.0,10274.537,3.0
669,дерево,8.963,61.932,2144.0,8670.098,1.736
670,дерево,14.092,13.045,2316.0,9735.631,0.967
671,дерево,1.937,95.636,2135.0,9915.296,1.909
672,дерево,8.682,75.172,2274.0,9073.575,2.864
673,дерево,4.514,75.962,2184.0,9364.272,2.976
674,дерево,1.053,47.567,2137.0,10173.319,1.263
675,дерево,1.194,103.4,2368.0,8826.778,1.638
676,дерево,2.928,21.847,1990.0,9830.634,2.027
677,дерево,8.189,85.645,2082.0,10471.998,2.205
678,дерево,3.614,90.838,2098.0,10522.229,1.572
679,дерево,4.015,107.9,2102.0,10423.253,1.643
680,дерево,4.586,45.302,2161.0,9004.532,1.548
681,дерево,3.148,75.338,2065.0,9839.813,1.097
682,дерево,7.366,44.401,2268.0,10512.732,1.755
683,дерево,1.054,68.793,1978.0,9177.287,2.211
684,дерево,8.227,85.466,1991.0,10574.007,1.946
685,дерево,4.57,74.262,2171.0,9563.359,1.729
686,дерево,5.67,41.424,2352.0,10639.174,1.38
687,дерево,3.263,70.026,2185.0,9877.083,1.043
688,дерево,5.845,32.988,2367.0,10670.018,1.587
689,дерево,1.874,48.791,2083.0,10480.691,2.108
690,дерево,3.878,12.193,2296.0,9732.998,3.73
691,дерево,8.041,31.49,2297.0,9765.464,0.7
692,дерево,0.555,97.676,2091.0,9969.3,1.699
693,дерево,2.041,72.759,2290.0,9092.018,2.503
694,дерево,3.054,86.398,1967.0,8996.193,1.836
695,дерево,7.983,31.266,2071.0,10040.671,0.898
696,дерево,2.255,25.801,1998.0,10241.88,1.472
697,дерево,3.739,75.673,2127.0,10634.655,1.048
698,дерево,3.281,20.384,1883.0,10639.541,0.884
699,дерево,1.662,37.164,2183.0,10740.756,1.889
700,дерево,2.527,108.31,2383.0,10405.654,2.517
701,дерево,0.536,60.178,2068.0,9545.661,2.337
702,дерево,10.423,28.104,2137.0,8839.135,1.79
703,дерево,6.739,7.586,2191.0,8931.752,1.404
704,дерево,4.451,19.633,2155.0,9197.051,3.435
705,дерево,4.73,108.457,2123.0,9884.804,3.267
706,дерево,1.103,34.056,2158.0,8713.027,2.116
707,дерево,4.939,8.912,2161.0,9664.159,2.41
708,дерево,1.334,36.519,2029.0,9203.413,2.383
709,дерево,7.679,34.328,2144.0,10271.509,1.492
710,дерево,2.559,46.989,2138.0,9230.144,0.741
711,дерево,0.512,27.511,2258.0,9674.956,2.995
712,дерево,3.422,28.526,2162.0,8991.22,2.87
713,дерево,0.277,48.974,2058.0,10665.163,2.86
714,дерево,2.332,36.338,2042.0,9182.118,1.745
715,дерево,8.408,75.119,2198.0,9382.753,3.329
716,дерево,1.159,4.623,2167.0,9996.412,2.682
717,дерево,2.059,80.885,2175.0,9869.699,2.528
718,дерево,3.78,57.343,2247.0,9381.094,2.638
719,дерево,0.729,40.767,2126.0,9329.815,0.589
720,дерево,0.337,54.131,2284.0,10879.76,2.756
721,дерево,6.019,56.177,1954.0,9662.37,1.414
722,дерево,0.223,85.984,2076.0,9229.737,1.335
723,дерево,4.603,54.244,2134.0,10422.517,2.059
724,дерево,7.431,66.566,2027.0,9527.18,0.694
725,дерево,0.624,93.866,2217.0,10378.727,3.239
726,дерево,5.904,48.483,2229.0,10593.142,1.576
727,дерево,0.776,51.107,2236.0,10040.849,3.0
728,дерево,2.475,67.406,2195.0,10399.138,3.255
729,дерево,2.376,96.246,2229.0,8664.697,2.057
730,дерево,9.599,79.301,2396.0,9905.8,2.563
731,дерево,9.258,43.548,1997.0,8702.408,0.75
732,дерево,2.777,52.028,2274.0,9081.475,0.426
733,дерево,3.209,46.775,2068.0,10376.852,2.633
734,дерево,3.02,8.62,2050.0,9439.673,2.928
735,дерево,1.02,23.709,2255.0,9431.596,3.194
736,дерево,0.845,66.829,1975.0,9615.473,1.653
737,дерево,0.854,46.86,2089.0,9839.468,2.543
738,дерево,4.807,65.483,2257.0,9718.993,2.016
739,дерево,7.327,70.567,2278.0,9040.994,2.636
740,дерево,0.27,86.763,2263.0,9745.006,1.769
741,дерево,1.63,22.332,2101.0,10546.855,0.569
742,дерево,2.129,63.526,2165.0,10016.822,1.806
743,дерево,7.372,82.444,2302.0,10698.363,1.354
744,дерево,7.429,52.408,2099.0,10398.921,2.395
745,дерево,4.647,54.235,2227.0,9686.988,3.429
746,дерево,5.546,52.961,2260.0,9580.277,1.947
747,дерево,3.802,99.945,2261.0,10857.853,3.03
